1,Indeterminate,Indeterminate,Indeterminate
2,13.6694,77.4851,19.0184
3,Indeterminate,Indeterminate,Indeterminate
4,Indeterminate,Indeterminate,Indeterminate
8,-41.46,165.74,2.18
9,-18.11,-47.63,9.38
10,26.42,-78.03,4.11
11,61.74,47.72,1.55
12,19.96,-130.6,7.17
28,24.06,-175.66,2.89
101,64.209,77.3851,39.5815
102,49.2273,78.2322,33.9005
103,64.209,77.3851,39.5815
104,64.209,77.3851,39.5815
105,72.5569,62.7632,44.9634
107,58.1103,84.2164,35.5891
108,64.209,77.3851,39.5815
109,64.209,77.3851,39.5815
110,64.209,77.3851,39.5815
111,62.2822,77.1287,41.1726
112,65.225,77.5116,40.5577
113,65.225,77.5116,40.5577
114,62.2688,76.0047,38.3864
116,64.209,77.3851,39.5815
117,62.2688,76.0047,38.3864
118,64.209,77.3851,39.5815
120,62.8832,77.2866,38.9902
121,58.8274,78.755,38.0077
122,61.1994,77.2337,38.8855
123,60.9447,78.2861,37.9799
124,61.4684,78.6194,37.8201
130,49.2273,78.2322,33.9005
131,67.9563,32.7603,43.6141
132,67.9563,32.7603,43.6141
133,62.8832,77.2866,38.9902
134,62.8832,77.2866,38.9902
135,62.8832,77.2866,38.9902
140,64.209,77.3851,39.5815
141,58.8274,78.755,38.0077
154,64.209,77.3851,39.5815
155,64.209,77.3851,39.5815
160,64.209,77.3851,39.5815
173,64.209,77.3851,39.5815
176,64.209,77.3851,39.5815
178,64.209,77.3851,39.5815
182,64.209,77.3851,39.5815
183,64.209,77.3851,39.5815
184,64.209,77.3851,39.5815
185,64.209,77.3851,39.5815
199,64.209,77.3851,39.5815
201,76.0314,29.9142,28.3856
202,76.0314,29.9142,28.3856
204,64.209,77.3851,39.5815
205,64.209,77.3851,39.5815
208,68.2412,-42.1155,44.9737
209,64.209,77.3851,39.5815
210,64.209,77.3851,39.5815
211,64.209,77.3851,39.5815
212,64.209,77.3851,39.5815
213,64.209,77.3851,39.5815
215,64.209,77.3851,39.5815
216,-11.9893,-84.3683,-74.1103
222,-3.72642,-79.9005,-72.3314
224,-3.22686,-80.8207,-62.5954
225,64.3094,-16.9742,29.5866
226,64.3094,-16.9742,29.5866
227,64.3094,-16.9742,29.5866
228,64.3094,-16.9742,29.5866
233,64.209,77.3851,39.5815
234,-2.16201,-80.1146,-62.9236
235,-3.22686,-80.8207,-62.5954
252,-3.28862,-79.2959,-70.654
253,12.1697,88.1281,44.9865
254,15.4397,83.7984,43.2203
255,-10.6383,-87.6434,-58.2649
280,75.4122,24.6365,27.9616
283,75.4122,24.6365,27.9616
288,75.4122,24.6365,27.9616
290,75.5763,25.8727,28.0598
291,75.4122,24.6365,27.9616
293,76.0151,29.8301,28.3683
294,75.3686,18.9925,26.8353
301,39.7133,61.7183,23.3047
302,39.7133,61.7183,23.3047
304,19.4467,-38.0199,-25.9486
305,39.7133,61.7183,23.3047
306,30.4478,-12.3041,-50.5867
307,22.043,-23.5322,-40.7301
308,19.5735,-25.6363,-37.1755
309,39.7133,61.7183,23.3047
311,39.7133,61.7183,23.3047
315,39.7133,61.7183,23.3047
317,36.612,59.8101,22.9417
318,39.7133,61.7183,23.3047
319,39.7133,61.7183,23.3047
322,30.522,-13.2363,-46.0842
323,23.027,-29.3763,-36.1897
328,20.5246,-29.2915,-32.2086
329,19.4467,-38.0199,-25.9486
330,39.7133,61.7183,23.3047
331,39.7133,61.7183,23.3047
334,18.4101,-38.7503,-27.9525
337,21.6826,-40.6454,-27.5059
338,39.7133,61.7183,23.3047
339,-25.6018,-80.1312,-52.6755
340,21.496,-37.551,-28.3175
344,39.7133,61.7183,23.3047
346,23.9493,-25.0006,-37.819
347,3.61221,75.3715,30.5136
349,39.7133,61.7183,23.3047
352,22.6311,-32.7276,-33.4854
354,22.043,-23.5322,-40.7301
355,19.5735,-25.6363,-37.1755
356,39.7133,61.7183,23.3047
357,39.7133,61.7183,23.3047
358,33.3075,81.4017,19.0061
359,30.4478,-12.3041,-50.5867
372,39.7133,61.7183,23.3047
373,39.7133,61.7183,23.3047
374,39.7133,61.7183,23.3047
375,39.7133,61.7183,23.3047
380,39.7133,61.7183,23.3047
390,39.7133,61.7183,23.3047
401,39.7133,61.7183,23.3047
402,39.7133,61.7183,23.3047
404,39.7133,61.7183,23.3047
406,-53.1775,24.1162,52.326
407,57.9119,79.9442,34.8488
409,57.9119,79.9442,34.8488
410,39.7133,61.7183,23.3047
415,39.7133,61.7183,23.3047
416,23.7754,50.2562,20.9175
430,39.7133,61.7183,23.3047
446,0.372802,-68.207,-80.4907
450,39.7133,61.7183,23.3047
451,39.7133,61.7183,23.3047
453,39.7133,61.7183,23.3047
454,39.7133,61.7183,23.3047
455,39.7133,61.7183,23.3047
456,39.7133,61.7183,23.3047
457,39.7133,61.7183,23.3047
458,39.7133,61.7183,23.3047
459,39.7133,61.7183,23.3047
460,39.7133,61.7183,23.3047
461,39.7133,61.7183,23.3047
462,39.7133,61.7183,23.3047
463,39.7133,61.7183,23.3047
464,39.7133,61.7183,23.3047
465,39.7133,61.7183,23.3047
466,39.7133,61.7183,23.3047
467,39.7133,61.7183,23.3047
468,39.7133,61.7183,23.3047
469,28.4379,-79.0932,128.403
470,48.8749,4.19862,-126.361
471,28.4379,-79.0932,128.403
472,10.8989,30.4027,-46.2662
473,28.4379,-79.0932,128.403
474,5.22159,-3.37456,-35.5519
475,32.7073,50.0077,-36.7168
498,23.6647,-66.1443,-152.546
499,17.4041,-71.3119,-145.507
501,15.5866,6.34368,-82.1086
502,-0.946218,27.9567,-103.03
503,23.0865,-21.6018,-40.4885
504,39.7133,61.7183,23.3047
505,39.7133,61.7183,23.3047
506,39.7133,61.7183,23.3047
508,23.2531,-18.8214,-42.872
509,23.2531,-18.8214,-42.872
511,12.2652,8.93449,-84.2515
514,-67.4641,-81.596,18.4418
517,15.9949,18.9903,-42.3726
518,5.24302,-18.9176,-33.2968
520,39.7133,61.7183,23.3047
521,39.7133,61.7183,23.3047
522,26.2778,-16.666,-40.9547
525,24.7465,-20.0569,-37.1475
526,39.7133,61.7183,23.3047
528,5.8088,-10.6859,-12.9823
529,8.83953,-20.2039,-31.7102
530,13.335,-61.5915,-30.0931
531,12.1925,-32.1715,-28.7674
532,76.5639,-35.4518,-7.10642
533,0.372802,-68.207,-80.4907
534,17.1264,16.9726,-61.578
538,22.17,-25.1101,-39.272
539,22.5222,-31.3647,-34.5694
540,39.7133,61.7183,23.3047
542,22.7969,-17.8854,-45.2001
543,23.0865,-21.6018,-40.4885
544,22.458,-23.3651,-39.7031
545,22.846,-28.8855,-36.1213
550,11.9603,9.09514,-87.3573
551,39.7133,61.7183,23.3047
554,5.24302,-18.9176,-33.2968
555,20.2617,-34.9039,-31.9268
556,23.0865,-21.6018,-40.4885
557,39.7133,61.7183,23.3047
558,39.7133,61.7183,23.3047
559,39.7133,61.7183,23.3047
560,39.7133,61.7183,23.3047
563,28.4917,82.979,40.877
564,7.18603,-26.0638,-58.4788
565,33.6289,2.70258,-32.1257
566,36.8948,43.0703,-27.5985
567,6.83794,-19.5284,-51.8545
568,14.8614,7.51417,-80.6812
569,15.5866,6.34368,-82.1086
570,15.5866,6.34368,-82.1086
571,15.5866,6.34368,-82.1086
572,14.8614,7.51417,-80.6812
573,32.7073,50.0077,-36.7168
574,32.7073,50.0077,-36.7168
575,15.5866,6.34368,-82.1086
578,35.9638,50.7018,-31.0002
579,35.9638,50.7018,-31.0002
580,39.7133,61.7183,23.3047
590,39.7133,61.7183,23.3047
591,39.7133,61.7183,23.3047
601,39.7133,61.7183,23.3047
602,39.7133,61.7183,23.3047
603,30.8244,81.2824,40.5535
604,30.6018,79.4401,36.4878
605,16.3186,20.4448,-96.1847
606,5.8088,-10.6859,-12.9823
607,-37.5315,-83.095,-30.6231
608,5.22159,-3.37456,-35.5519
609,10.8989,30.4027,-46.2662
612,39.7133,61.7183,23.3047
613,31.5704,73.0975,32.7303
614,8.93206,-48.4869,54.5636
615,32.7073,50.0077,-36.7168
616,39.7133,61.7183,23.3047
617,29.2428,76.2448,36.6603
619,42.9506,65.7324,21.3601
621,42.9506,65.7324,21.3601
622,39.7133,61.7183,23.3047
623,39.7133,61.7183,23.3047
624,39.7133,61.7183,23.3047
625,36.416,58.8053,25.0862
626,36.416,58.8053,25.0862
627,36.416,58.8053,25.0862
628,36.1275,63.5383,27.0021
629,37.031,63.1334,26.1995
630,36.4697,63.3726,26.5963
631,37.031,63.1334,26.1995
641,39.7133,61.7183,23.3047
646,8.93206,-48.4869,54.5636
647,32.2545,81.869,36.5047
648,-41.2775,-87.2873,-38.0403
649,30.0275,42.8855,19.8778
653,12.2881,-25.5597,-68.2217
657,13.8336,-49.9036,56.869
658,31.5704,73.0975,32.7303
