1,Indeterminate,Indeterminate,Indeterminate
2,-15.217,-89.8292,-6.6823
3,Indeterminate,Indeterminate,Indeterminate
4,Indeterminate,Indeterminate,Indeterminate
8,-41.46,165.74,2.18
9,-23.9981,-56.1616,8.49867
10,25.0835,-79.4033,3.50226
11,61.74,47.72,1.55
12,10.5431,-125.287,5.29913
28,24.06,-175.66,2.89
101,-61.4294,-74.6297,-24.4504
102,-39.0227,-84.5189,-19.4561
103,-61.4294,-74.6297,-24.4504
104,-61.4294,-74.6297,-24.4504
105,-76.4978,-76.2039,-29.9212
107,-49.1461,-71.1745,-20.9877
108,-61.4294,-74.6297,-24.4504
109,-61.4294,-74.6297,-24.4504
110,-61.4294,-74.6297,-24.4504
111,-61.4294,-74.6297,-24.4504
112,-61.4294,-74.6297,-24.4504
113,-61.4294,-74.6297,-24.4504
114,-59.1131,-78.2906,-23.1057
116,-61.4294,-74.6297,-24.4504
117,-59.1131,-78.2906,-23.1057
118,-61.4294,-74.6297,-24.4504
120,-59.5749,-76.3605,-23.8043
121,-53.0205,-79.2228,-22.8482
122,-57.1983,-78.8565,-23.6366
123,-56.2861,-77.0273,-22.8227
124,-56.8821,-75.6999,-22.7064
130,-39.0227,-84.5189,-19.4561
131,77.3179,26.0721,27.9845
132,77.3179,26.0721,27.9845
133,-59.5749,-76.3605,-23.8043
134,-59.5749,-76.3605,-23.8043
135,-59.5749,-76.3605,-23.8043
140,-61.4294,-74.6297,-24.4504
141,-53.0205,-79.2228,-22.8482
154,-61.4294,-74.6297,-24.4504
155,-61.4294,-74.6297,-24.4504
160,-61.4294,-74.6297,-24.4504
173,-61.4294,-74.6297,-24.4504
176,-61.4294,-74.6297,-24.4504
178,-61.4294,-74.6297,-24.4504
182,-61.4294,-74.6297,-24.4504
183,-61.4294,-74.6297,-24.4504
184,-61.4294,-74.6297,-24.4504
185,-61.4294,-74.6297,-24.4504
199,-61.4294,-74.6297,-24.4504
201,78.9351,52.222,20.7193
202,78.9351,52.222,20.7193
204,-61.4294,-74.6297,-24.4504
205,-61.4294,-74.6297,-24.4504
208,60.7163,-83.7992,34.2213
209,-61.4294,-74.6297,-24.4504
210,-61.4294,-74.6297,-24.4504
211,-61.4294,-74.6297,-24.4504
212,-61.4294,-74.6297,-24.4504
213,-61.4294,-74.6297,-24.4504
215,-61.4294,-74.6297,-24.4504
216,-5.55082,-84.2781,-52.7233
222,6.60031,-80.3386,-52.5836
224,9.25382,-80.7842,-43.022
225,64.5859,-27.8822,21.8413
226,64.5859,-27.8822,21.8413
227,64.5859,-27.8822,21.8413
228,64.5859,-27.8822,21.8413
231,-21.1851,84.1026,57.9287
233,-61.4294,-74.6297,-24.4504
234,10.7704,-80.0993,-43.6346
235,9.25382,-80.7842,-43.022
237,2.05072,-86.9151,-36.9644
252,7.62283,-79.4991,-51.0859
253,1.34759,85.9274,23.446
254,8.193,78.8706,21.2814
255,-1.93402,-88.235,-36.9375
280,78.9351,52.222,20.7193
283,78.9351,52.222,20.7193
288,78.9351,52.222,20.7193
290,78.9351,52.222,20.7193
291,78.9351,52.222,20.7193
293,78.9351,52.222,20.7193
294,75.6666,36.2974,20.0499
301,15.2199,73.0718,8.82052
302,15.2199,73.0718,8.82052
304,28.8554,-44.1396,-15.2016
305,15.2199,73.0718,8.82052
306,38.6059,-8.90499,-41.3777
307,28.946,-25.2455,-27.8539
308,25.9144,-28.0428,-24.1162
309,15.2199,73.0718,8.82052
311,15.2199,73.0718,8.82052
315,15.2199,73.0718,8.82052
317,18.7972,67.5934,9.06336
318,15.2199,73.0718,8.82052
319,15.2199,73.0718,8.82052
322,39.4709,-9.29017,-36.8684
323,30.4246,-32.1499,-24.6199
328,28.3646,-34.9391,-19.3156
329,28.8554,-44.1396,-15.2016
330,15.2199,73.0718,8.82052
331,15.2199,73.0718,8.82052
334,23.8753,-53.2488,-15.5029
337,28.9646,-58.3167,-15.5343
338,15.2199,73.0718,8.82052
339,-14.649,-74.5624,-35.2161
340,29.4227,-51.9276,-16.0195
344,15.2199,73.0718,8.82052
346,31.8788,-25.6347,-26.3603
347,12.6243,53.2851,29.9114
349,15.2199,73.0718,8.82052
352,29.8842,-35.2605,-22.9823
354,28.946,-25.2455,-27.8539
355,25.9144,-28.0428,-24.1162
356,15.2199,73.0718,8.82052
357,15.2199,73.0718,8.82052
358,42.7864,37.9483,18.9267
359,38.6059,-8.90499,-41.3777
372,15.2199,73.0718,8.82052
373,15.2199,73.0718,8.82052
374,15.2199,73.0718,8.82052
375,15.2199,73.0718,8.82052
380,15.2199,73.0718,8.82052
390,15.2199,73.0718,8.82052
401,15.2199,73.0718,8.82052
402,15.2199,73.0718,8.82052
404,15.2199,73.0718,8.82052
406,-63.1167,0.428698,58.4953
407,-52.7155,-74.8025,-20.5865
409,-52.7155,-74.8025,-20.5865
410,15.2199,73.0718,8.82052
415,15.2199,73.0718,8.82052
416,-22.68,44.2902,9.78872
430,15.2199,73.0718,8.82052
446,-6.08916,-77.0297,-72.0439
450,15.2199,73.0718,8.82052
451,15.2199,73.0718,8.82052
453,15.2199,73.0718,8.82052
454,15.2199,73.0718,8.82052
455,15.2199,73.0718,8.82052
