1,Indeterminate,Indeterminate,Indeterminate
3,Indeterminate,Indeterminate,Indeterminate
4,Indeterminate,Indeterminate,Indeterminate
8,-41.46,165.74,2.18
9,-18.11,-47.63,9.38
10,26.42,-78.03,4.11
11,61.74,47.72,1.55
12,19.96,-130.6,7.17
28,24.06,-175.66,2.89
101,61.2425,63.5742,46.2623
102,48.416,68.2552,41.1497
103,14.5103,75.673,37.2539
104,61.3682,64.6209,45.9701
105,67.6556,49.2183,51.3471
107,56.4735,70.5924,42.3328
108,61.2425,63.5742,46.2623
109,61.2425,63.5742,46.2623
110,61.2425,63.5742,46.2623
111,55.9793,66.7642,53.1535
112,46.1536,71.3759,46.1264
113,46.1536,71.3759,46.1264
114,59.3544,63.2025,45.2123
116,61.2425,63.5742,46.2623
117,59.3544,63.2025,45.2123
118,14.5103,75.673,37.2539
120,60.0635,64.011,45.7446
121,56.7471,66.6117,44.9041
122,58.6533,64.6767,45.7223
123,58.4425,65.4122,44.802
124,58.8884,65.4132,44.6095
130,48.416,68.2552,41.1497
131,61.979,30.5601,50.491
132,61.979,30.5601,50.491
133,60.0635,64.011,45.7446
134,60.0635,64.011,45.7446
135,60.0635,64.011,45.7446
140,61.8946,67.0406,45.0543
141,56.7471,66.6117,44.9041
154,61.2425,63.5742,46.2623
155,14.5103,75.673,37.2539
160,61.2425,63.5742,46.2623
173,61.2425,63.5742,46.2623
176,61.2425,63.5742,46.2623
178,61.2425,63.5742,46.2623
182,61.2425,63.5742,46.2623
183,61.2425,63.5742,46.2623
184,61.2425,63.5742,46.2623
185,61.2425,63.5742,46.2623
199,61.2425,63.5742,46.2623
201,72.7298,47.4137,25.2053
202,72.7298,47.4137,25.2053
204,-30.1508,-81.7757,-58.6571
205,-31.9351,-83.0601,-56.6957
209,-31.9351,-83.0601,-56.6957
210,-30.1508,-81.7757,-58.6571
211,-30.1508,-81.7757,-58.6571
212,-30.1508,-81.7757,-58.6571
213,-30.1508,-81.7757,-58.6571
215,60.6024,65.9916,44.8031
222,4.24552,-73.7337,-112.906
225,64.0012,-9.31884,25.7719
226,64.0012,-9.31884,25.7719
227,64.0012,-9.31884,25.7719
228,64.0012,-9.31884,25.7719
233,60.7849,65.8211,44.9023
280,52.1306,-12.1288,20.31
283,52.1306,-12.1288,20.31
288,52.1306,-12.1288,20.31
290,63.2452,2.01164,21.2366
291,52.1306,-12.1288,20.31
293,72.4758,45.7996,24.8461
294,75.2909,-0.952081,31.1885
301,37.0992,56.0494,30.503
302,37.0992,56.0494,30.503
304,21.5215,-38.497,-33.3646
305,37.0992,56.0494,30.503
306,29.2595,-15.4064,-57.5892
307,24.388,-25.5271,-45.3239
308,22.4777,-27.5882,-41.7055
309,37.0992,56.0494,30.503
311,37.0992,56.0494,30.503
315,37.0992,56.0494,30.503
317,36.0915,54.2733,31.0766
318,37.0992,56.0494,30.503
319,37.0992,56.0494,30.503
322,29.3657,-16.5045,-53.1274
323,25.7193,-30.911,-40.8655
328,23.8562,-30.9535,-36.8062
329,21.5215,-38.497,-33.3646
330,36.9456,55.8696,30.7889
331,37.0992,56.0494,30.503
334,22.9416,-40.1855,-32.1377
337,25.8864,-41.7959,-31.8178
338,37.0992,56.0494,30.503
339,-8.84142,-75.6812,-90.1946
340,25.5444,-39.0253,-32.6166
344,37.0992,56.0494,30.503
346,26.3238,-26.8782,-42.4932
347,-4.65576,79.2559,31.8566
349,37.0992,56.0494,30.503
352,20.4236,-40.2007,-34.0242
354,20.0623,-28.5457,-41.898
355,22.4777,-27.5882,-41.7055
356,37.0992,56.0494,30.503
357,29.8348,66.2713,22.4884
