1,Indeterminate,Indeterminate,Indeterminate
3,Indeterminate,Indeterminate,Indeterminate
4,Indeterminate,Indeterminate,Indeterminate
8,-41.46,165.74,2.18
9,-18.11,-47.63,9.38
10,26.42,-78.03,4.11
11,61.74,47.72,1.55
12,19.96,-130.6,7.17
28,24.06,-175.66,2.89
101,58.5002,47.3544,55.9814
102,48.4748,55.0841,51.2614
103,22.3006,66.8665,46.5737
104,59.0845,49.3111,54.9498
105,62.6283,34.4101,60.9766
107,55.2214,54.0473,51.9891
108,58.5002,47.3544,55.9814
109,58.5002,47.3544,55.9814
110,58.5002,47.3544,55.9814
111,55.3871,53.4712,62.9459
112,47.167,59.5598,56.2905
113,47.167,59.5598,56.2905
114,56.8341,47.8364,55.0819
116,58.5002,47.3544,55.9814
117,56.8341,47.8364,55.0819
118,22.3006,66.8665,46.5737
120,57.5624,48.1811,55.525
121,55.1888,51.5081,54.747
122,56.5336,49.3503,55.5553
123,56.3535,49.8169,54.6195
124,56.6802,49.5672,54.4036
131,52.3172,27.776,55.0215
132,52.3172,27.776,55.0215
133,57.5624,48.1811,55.525
134,57.5624,48.1811,55.525
135,57.5624,48.1811,55.525
140,66.7438,20.9624,39.2663
141,55.1888,51.5081,54.747
154,58.5002,47.3544,55.9814
155,22.3006,66.8665,46.5737
160,58.5002,47.3544,55.9814
173,58.5002,47.3544,55.9814
176,58.5002,47.3544,55.9814
178,58.5002,47.3544,55.9814
182,58.5002,47.3544,55.9814
183,58.5002,47.3544,55.9814
184,58.5002,47.3544,55.9814
185,58.5002,47.3544,55.9814
199,58.5002,47.3544,55.9814
201,66.8708,49.0775,26.0238
202,66.8708,49.0775,26.0238
204,-26.0117,-81.7259,-72.1574
205,-17.0093,-75.6206,-81.9792
209,-17.0093,-75.6206,-81.9792
210,-26.0117,-81.7259,-72.1574
211,-26.0117,-81.7259,-72.1574
212,-26.0117,-81.7259,-72.1574
213,-26.0117,-81.7259,-72.1574
215,57.1764,53.0085,51.361
222,3.22189,-71.6835,-126.56
225,60.7876,1.73212,26.1406
226,60.7876,1.73212,26.1406
227,60.7876,1.73212,26.1406
228,60.7876,1.73212,26.1406
233,57.4022,53.6866,50.6984
280,48.9162,-1.34183,20.7686
283,48.9162,-1.34183,20.7686
288,48.9162,-1.34183,20.7686
290,58.6434,13.2431,21.8663
291,48.9162,-1.34183,20.7686
293,66.5578,47.9463,25.6698
301,36.093,47.1187,40.6156
302,36.093,47.1187,40.6156
304,10.3135,-54.7325,-29.572
305,36.093,47.1187,40.6156
306,24.6452,-23.1633,-49.4799
307,23.0337,-29.1138,-45.4705
308,22.1345,-29.5337,-44.2222
309,36.093,47.1187,40.6156
311,36.093,47.1187,40.6156
315,36.093,47.1187,40.6156
317,36.6195,45.3275,42.4044
318,36.093,47.1187,40.6156
319,36.093,47.1187,40.6156
322,24.4574,-25.289,-45.2044
323,24.2438,-34.8381,-41.2762
328,23.4939,-32.914,-39.3957
329,10.3135,-54.7325,-29.572
330,35.8881,47.0215,41.1853
331,36.093,47.1187,40.6156
334,25.1047,-52.9188,-30.5663
337,28.0197,-55.0669,-30.5623
338,35.5342,50.283,36.3594
339,-9.2145,-74.8931,-103.566
340,27.8635,-51.8229,-31.0783
344,36.093,47.1187,40.6156
346,24.9269,-30.7594,-42.7049
347,-4.11455,78.2532,34.5238
349,36.093,47.1187,40.6156
352,9.11158,-55.9014,-30.544
354,11.2854,-40.1141,-36.1895
355,22.1345,-29.5337,-44.2222
356,36.093,47.1187,40.6156
357,22.8568,53.485,25.9304
358,33.3415,60.1843,33.2699
359,24.6452,-23.1633,-49.4799
