1,Indeterminate,Indeterminate,Indeterminate
3,Indeterminate,Indeterminate,Indeterminate
4,Indeterminate,Indeterminate,Indeterminate
8,-41.46,165.74,2.18
9,-18.11,-47.63,9.38
10,26.42,-78.03,4.11
11,61.74,47.72,1.55
12,19.96,-130.6,7.17
28,24.06,-175.66,2.89
101,59.1851,69.3633,43.3629
102,45.138,72.6258,38.5981
103,9.14223,78.5108,36.1796
104,59.1851,69.3633,43.3629
105,66.8113,56.0994,48.162
107,53.6015,75.9365,39.6822
108,59.1851,69.3633,43.3629
109,59.1851,69.3633,43.3629
110,59.1851,69.3633,43.3629
111,53.8024,70.643,50.1595
112,42.9677,74.866,43.652
113,42.9677,74.866,43.652
114,57.1834,68.7368,42.3234
116,59.1851,69.3633,43.3629
117,57.1834,68.7368,42.3234
118,9.14223,78.5108,36.1796
120,57.9011,69.6095,42.8672
121,54.2216,71.66,42.1349
122,56.3718,69.9795,42.8762
123,56.0791,70.8053,41.9789
124,56.5448,70.9263,41.7814
130,45.138,72.6258,38.5981
131,61.82,35.1566,46.9621
132,61.82,35.1566,46.9621
133,57.9011,69.6095,42.8672
134,57.9011,69.6095,42.8672
135,57.9011,69.6095,42.8672
140,59.3647,70.7001,42.9227
141,54.2216,71.66,42.1349
154,59.1851,69.3633,43.3629
155,9.14223,78.5108,36.1796
160,59.1851,69.3633,43.3629
173,59.1851,69.3633,43.3629
176,59.1851,69.3633,43.3629
178,59.1851,69.3633,43.3629
182,59.1851,69.3633,43.3629
183,59.1851,69.3633,43.3629
184,59.1851,69.3633,43.3629
185,59.1851,69.3633,43.3629
199,59.1851,69.3633,43.3629
201,69.7667,49.982,25.5495
202,69.7667,49.982,25.5495
204,43.4624,89.2971,47.5029
205,42.5134,89.3013,47.3407
208,73.0114,36.991,40.3157
209,42.5134,89.3013,47.3407
210,43.4624,89.2971,47.5029
211,43.4624,89.2971,47.5029
212,43.4624,89.2971,47.5029
213,43.4624,89.2971,47.5029
215,59.0449,69.5792,43.1832
216,-5.18074,-82.2799,-98.3683
222,0.48889,-77.3965,-97.5979
225,62.8801,-2.79643,25.8071
226,62.8801,-2.79643,25.8071
227,62.8801,-2.79643,25.8071
228,62.8801,-2.79643,25.8071
233,59.1851,69.3633,43.3629
280,52.3009,-4.68155,20.4051
283,52.3009,-4.68155,20.4051
288,52.3009,-4.68155,20.4051
290,61.9916,10.3213,21.5162
291,52.3009,-4.68155,20.4051
293,69.497,48.6444,25.1902
294,72.6188,15.6011,29.6204
301,33.305,60.6631,28.0677
302,33.305,60.6631,28.0677
304,24.5777,-36.8131,-36.3672
305,33.305,60.6631,28.0677
306,30.3156,-15.4311,-61.0719
307,23.6245,-27.2655,-45.6211
308,21.7007,-29.447,-42.0513
309,33.305,60.6631,28.0677
311,33.305,60.6631,28.0677
315,33.305,60.6631,28.0677
317,31.8858,58.8386,28.3832
318,33.305,60.6631,28.0677
319,33.305,60.6631,28.0677
322,30.5192,-16.4253,-56.6043
323,24.8813,-32.7955,-41.2768
328,23.016,-33.0448,-37.2246
329,24.5777,-36.8131,-36.3672
330,33.2659,60.5844,28.1545
331,33.305,60.6631,28.0677
334,21.8329,-41.6516,-33.0901
337,24.6848,-43.2256,-32.7721
338,33.305,60.6631,28.0677
339,-14.6711,-79.4029,-75.5555
340,24.3769,-40.5142,-33.5343
344,33.305,60.6631,28.0677
346,25.5267,-28.7513,-42.8181
347,-4.52398,79.151,33.2474
349,33.305,60.6631,28.0677
352,23.5788,-38.5058,-36.9592
354,22.4569,-27.9224,-45.0438
355,21.7007,-29.447,-42.0513
356,33.305,60.6631,28.0677
