646,Indeterminate,Indeterminate,Indeterminate
647,Indeterminate,Indeterminate,Indeterminate
648,Indeterminate,Indeterminate,Indeterminate
649,Indeterminate,Indeterminate,Indeterminate
651,Indeterminate,Indeterminate,Indeterminate
652,Indeterminate,Indeterminate,Indeterminate
653,Indeterminate,Indeterminate,Indeterminate
654,Indeterminate,Indeterminate,Indeterminate
655,Indeterminate,Indeterminate,Indeterminate
657,Indeterminate,Indeterminate,Indeterminate
658,Indeterminate,Indeterminate,Indeterminate
659,Indeterminate,Indeterminate,Indeterminate
660,Indeterminate,Indeterminate,Indeterminate
662,Indeterminate,Indeterminate,Indeterminate
663,9.19,85.93,-10.72
664,Indeterminate,Indeterminate,Indeterminate
665,Indeterminate,Indeterminate,Indeterminate
667,Indeterminate,Indeterminate,Indeterminate
668,Indeterminate,Indeterminate,Indeterminate
669,Indeterminate,Indeterminate,Indeterminate
670,Indeterminate,Indeterminate,Indeterminate
673,Indeterminate,Indeterminate,Indeterminate
674,Indeterminate,Indeterminate,Indeterminate
675,Indeterminate,Indeterminate,Indeterminate
676,Indeterminate,Indeterminate,Indeterminate
677,Indeterminate,Indeterminate,Indeterminate
678,Indeterminate,Indeterminate,Indeterminate
679,Indeterminate,Indeterminate,Indeterminate
680,Indeterminate,Indeterminate,Indeterminate
681,Indeterminate,Indeterminate,Indeterminate
683,Indeterminate,Indeterminate,Indeterminate
684,Indeterminate,Indeterminate,Indeterminate
686,Indeterminate,Indeterminate,Indeterminate
687,Indeterminate,Indeterminate,Indeterminate
688,Indeterminate,Indeterminate,Indeterminate
689,Indeterminate,Indeterminate,Indeterminate
690,Indeterminate,Indeterminate,Indeterminate
691,Indeterminate,Indeterminate,Indeterminate
692,Indeterminate,Indeterminate,Indeterminate
693,Indeterminate,Indeterminate,Indeterminate
697,Indeterminate,Indeterminate,Indeterminate
698,Indeterminate,Indeterminate,Indeterminate
699,Indeterminate,Indeterminate,Indeterminate
701,Indeterminate,Indeterminate,Indeterminate
702,Indeterminate,Indeterminate,Indeterminate
704,Indeterminate,Indeterminate,Indeterminate
706,Indeterminate,Indeterminate,Indeterminate
707,Indeterminate,Indeterminate,Indeterminate
708,Indeterminate,Indeterminate,Indeterminate
709,Indeterminate,Indeterminate,Indeterminate
710,Indeterminate,Indeterminate,Indeterminate
712,Indeterminate,Indeterminate,Indeterminate
713,Indeterminate,Indeterminate,Indeterminate
714,Indeterminate,Indeterminate,Indeterminate
715,Indeterminate,Indeterminate,Indeterminate
716,Indeterminate,Indeterminate,Indeterminate
717,Indeterminate,Indeterminate,Indeterminate
718,Indeterminate,Indeterminate,Indeterminate
720,Indeterminate,Indeterminate,Indeterminate
721,Indeterminate,Indeterminate,Indeterminate
723,Indeterminate,Indeterminate,Indeterminate
726,Indeterminate,Indeterminate,Indeterminate
727,Indeterminate,Indeterminate,Indeterminate
731,-15.63,-55.96,10.86
732,Indeterminate,Indeterminate,Indeterminate
734,Indeterminate,Indeterminate,Indeterminate
735,Indeterminate,Indeterminate,Indeterminate
736,Indeterminate,Indeterminate,Indeterminate
737,Indeterminate,Indeterminate,Indeterminate
738,Indeterminate,Indeterminate,Indeterminate
740,32.7348,19.1822,17.9055
750,Indeterminate,Indeterminate,Indeterminate
752,Indeterminate,Indeterminate,Indeterminate
754,Indeterminate,Indeterminate,Indeterminate
762,Indeterminate,Indeterminate,Indeterminate
763,Indeterminate,Indeterminate,Indeterminate
765,Indeterminate,Indeterminate,Indeterminate
767,Indeterminate,Indeterminate,Indeterminate
769,0.166618,-40.887,61.7031
770,58.8349,36.2448,73.4285
774,Indeterminate,Indeterminate,Indeterminate
775,Indeterminate,Indeterminate,Indeterminate
778,Indeterminate,Indeterminate,Indeterminate
779,Indeterminate,Indeterminate,Indeterminate
780,32.7348,19.1822,17.9055
781,30.95,-41.58,-15.5
784,Indeterminate,Indeterminate,Indeterminate
786,-17.6204,86.4932,243.577
