1,Indeterminate,Indeterminate,Indeterminate
3,Indeterminate,Indeterminate,Indeterminate
4,Indeterminate,Indeterminate,Indeterminate
8,-41.46,165.74,2.18
9,-18.11,-47.63,9.38
10,26.42,-78.03,4.11
11,61.74,47.72,1.55
12,19.96,-130.6,7.17
28,24.06,-175.66,2.89
101,57.9494,47.4155,56.1869
102,47.9329,55.082,51.5621
103,21.9534,66.8422,47.0584
104,58.5235,49.344,55.1554
105,62.1097,34.6656,61.1162
107,54.6517,54.0305,52.2358
108,57.9494,47.4155,56.1869
109,57.9494,47.4155,56.1869
110,57.9494,47.4155,56.1869
111,54.9097,53.3858,63.1896
112,46.6876,59.4681,56.6102
113,46.6876,59.4681,56.6102
114,56.2815,47.9003,55.3015
116,57.9494,47.4155,56.1869
117,56.2815,47.9003,55.3015
118,21.9534,66.8422,47.0584
120,57.0113,48.2331,55.7398
121,54.6428,51.514,54.9882
122,55.9874,49.3832,55.781
123,55.7999,49.8505,54.8477
124,56.1232,49.6064,54.6287
131,51.9148,27.7573,54.4783
132,51.9148,27.7573,54.4783
133,57.0113,48.2331,55.7398
134,57.0113,48.2331,55.7398
135,57.0113,48.2331,55.7398
140,66.2479,18.4442,38.9086
141,54.6428,51.514,54.9882
154,57.9494,47.4155,56.1869
155,21.9534,66.8422,47.0584
160,57.9494,47.4155,56.1869
173,57.9494,47.4155,56.1869
176,57.9494,47.4155,56.1869
178,57.9494,47.4155,56.1869
182,57.9494,47.4155,56.1869
183,57.9494,47.4155,56.1869
184,57.9494,47.4155,56.1869
185,57.9494,47.4155,56.1869
199,57.9494,47.4155,56.1869
201,65.7274,49.9474,26.1512
202,65.7274,49.9474,26.1512
204,-25.9235,-82.0361,-72.5957
205,-17.0045,-75.8731,-82.4338
209,-17.0045,-75.8731,-82.4338
210,-25.9235,-82.0361,-72.5957
211,-25.9235,-82.0361,-72.5957
212,-25.9235,-82.0361,-72.5957
213,-25.9235,-82.0361,-72.5957
215,56.5905,53.0094,51.59
222,3.08399,-71.773,-127.035
225,60.1979,3.91463,26.1437
226,60.1979,3.91463,26.1437
227,60.1979,3.91463,26.1437
228,60.1979,3.91463,26.1437
233,56.809,53.6795,50.9271
280,48.3072,0.793141,20.7833
283,48.3072,0.793141,20.7833
288,48.3072,0.793141,20.7833
290,57.7797,15.4547,21.9301
291,48.3072,0.793141,20.7833
293,65.4075,48.8817,25.7977
301,35.5128,47.3648,40.974
302,35.5128,47.3648,40.974
304,10.0915,-55.5215,-29.9454
305,35.5128,47.3648,40.974
306,24.3862,-23.8214,-49.592
307,22.7603,-29.8005,-45.634
308,21.9245,-30.1215,-44.5322
309,35.5128,47.3648,40.974
311,35.5128,47.3648,40.974
315,35.5128,47.3648,40.974
317,36.0544,45.5796,42.7527
318,35.5128,47.3648,40.974
319,35.5128,47.3648,40.974
322,24.1923,-26.0057,-45.3351
323,23.9573,-35.551,-41.5105
328,23.2698,-33.5503,-39.7293
329,10.0915,-55.5215,-29.9454
330,35.3162,47.2626,41.5445
331,35.5128,47.3648,40.974
334,24.8291,-53.4647,-31.0137
337,27.7025,-55.5774,-31.0149
338,34.859,50.7502,36.4704
339,-9.30321,-75.0685,-104.02
340,27.5526,-52.3777,-31.5168
344,35.5128,47.3648,40.974
346,24.6402,-31.4931,-42.8821
347,-4.13562,78.2174,35.0813
349,35.5128,47.3648,40.974
352,8.90564,-56.6508,-30.9255
354,11.0512,-40.8866,-36.4482
355,21.9245,-30.1215,-44.5322
356,35.5128,47.3648,40.974
357,22.1081,54.1124,26.2588
358,32.6996,60.2904,33.6847
359,24.3862,-23.8214,-49.592
