1,Indeterminate,Indeterminate,Indeterminate
3,Indeterminate,Indeterminate,Indeterminate
4,Indeterminate,Indeterminate,Indeterminate
8,-41.46,165.74,2.18
9,-18.11,-47.63,9.38
10,26.42,-78.03,4.11
11,61.74,47.72,1.55
12,19.96,-130.6,7.17
28,24.06,-175.66,2.89
101,65.1073,51.041,52.3695
102,54.6258,58.8046,46.553
103,25.0535,69.6877,39.8743
104,65.763,53.7164,51.3822
105,69.2362,35.0014,58.0359
107,61.8276,58.8778,47.9771
108,65.1073,51.041,52.3695
109,65.1073,51.041,52.3695
110,65.1073,51.041,52.3695
111,60.6694,58.2602,58.8872
112,52.311,63.9781,51.3608
113,52.311,63.9781,51.3608
114,63.4473,51.2649,51.2906
116,65.1073,51.041,52.3695
117,63.4473,51.2649,51.2906
118,25.0535,69.6877,39.8743
120,64.1397,51.8916,51.8034
121,61.5537,55.6429,50.7353
122,62.9891,53.1865,51.7072
123,62.9005,53.7157,50.7526
124,63.2895,53.455,50.5764
130,54.6258,58.8046,46.553
131,62.6202,21.1924,57.8183
132,62.6202,21.1924,57.8183
133,64.1397,51.8916,51.8034
134,64.1397,51.8916,51.8034
135,64.1397,51.8916,51.8034
140,68.9021,54.6712,45.0244
141,61.5537,55.6429,50.7353
154,65.1073,51.041,52.3695
155,25.0535,69.6877,39.8743
160,65.1073,51.041,52.3695
173,65.1073,51.041,52.3695
176,65.1073,51.041,52.3695
178,65.1073,51.041,52.3695
182,65.1073,51.041,52.3695
183,65.1073,51.041,52.3695
184,65.1073,51.041,52.3695
185,65.1073,51.041,52.3695
199,65.1073,51.041,52.3695
201,79.9742,37.9029,25.4132
202,79.9742,37.9029,25.4132
204,-25.8939,-77.1829,-66.6086
205,-16.6597,-72.2484,-77.6676
209,-16.6597,-72.2484,-77.6676
210,-25.8939,-77.1829,-66.6086
211,-25.8939,-77.1829,-66.6086
212,-25.8939,-77.1829,-66.6086
213,-25.8939,-77.1829,-66.6086
215,64.0666,58.0131,47.5736
222,5.74493,-70.7063,-121.118
225,66.2993,-25.3609,26.593
226,66.2993,-25.3609,26.593
227,66.2993,-25.3609,26.593
228,66.2993,-25.3609,26.593
233,64.3683,58.9691,46.9357
280,54.8024,-26.5252,21.1167
283,54.8024,-26.5252,21.1167
288,54.8024,-26.5252,21.1167
290,67.0146,-16.8822,21.822
291,54.8024,-26.5252,21.1167
293,79.7318,35.1097,25.0561
301,43.477,46.5938,35.3605
302,43.477,46.5938,35.3605
304,14.523,-41.3457,-27.2083
305,43.477,46.5938,35.3605
306,27.5138,-14.4452,-50.5182
307,25.1978,-20.9488,-44.603
308,23.4325,-22.4048,-41.3614
309,43.477,46.5938,35.3605
311,43.477,46.5938,35.3605
315,43.477,46.5938,35.3605
317,43.3968,44.7683,36.875
318,43.477,46.5938,35.3605
319,43.477,46.5938,35.3605
322,27.3826,-15.6817,-46.0581
323,26.6018,-25.8946,-39.8742
328,24.8192,-25.0442,-36.2859
329,14.523,-41.3457,-27.2083
330,43.1374,46.5156,35.9116
331,43.477,46.5938,35.3605
334,26.1324,-41.4115,-27.4595
337,29.5057,-43.5472,-27.2479
338,43.5184,47.1999,34.541
339,-7.11414,-72.6809,-98.1598
340,29.1489,-40.1884,-28.0271
344,43.477,46.5938,35.3605
346,27.1408,-21.9429,-41.6929
347,-3.61457,80.2098,28.6223
349,43.477,46.5938,35.3605
352,13.2277,-43.1193,-28.0041
354,14.9658,-28.8942,-35.4372
355,23.4325,-22.4048,-41.3614
356,43.477,46.5938,35.3605
357,34.0511,51.8957,22.059
358,41.3957,62.9086,27.6438
359,27.5138,-14.4452,-50.5182
