1,Indeterminate,Indeterminate,Indeterminate
3,Indeterminate,Indeterminate,Indeterminate
4,Indeterminate,Indeterminate,Indeterminate
8,-41.46,165.74,2.18
9,-18.11,-47.63,9.38
10,26.42,-78.03,4.11
11,61.74,47.72,1.55
12,19.96,-130.6,7.17
28,24.06,-175.66,2.89
101,66.5393,64.8599,50.1001
102,55.3265,69.8164,43.9785
103,23.3416,77.369,37.0124
104,66.9777,68.3765,49.2303
105,71.8652,48.78,55.732
107,62.6318,72.46,45.77
108,66.5393,64.8599,50.1001
109,66.5393,64.8599,50.1001
110,66.5393,64.8599,50.1001
111,60.9683,68.88,56.5414
112,52.2715,73.4895,48.814
113,52.2715,73.4895,48.814
114,64.9051,64.4058,48.926
116,66.5393,64.8599,50.1001
117,64.9051,64.4058,48.926
118,23.3416,77.369,37.0124
120,65.5073,65.3352,49.4973
121,62.5458,68.2173,48.3898
122,64.2088,66.105,49.3664
123,64.1225,66.8544,48.4272
124,64.5571,66.832,48.268
130,55.3265,69.8164,43.9785
131,66.2562,28.9012,54.8293
132,66.2562,28.9012,54.8293
133,65.5073,65.3352,49.4973
134,65.5073,65.3352,49.4973
135,65.5073,65.3352,49.4973
140,67.5338,71.5275,48.8573
141,62.5458,68.2173,48.3898
154,66.5393,64.8599,50.1001
155,23.3416,77.369,37.0124
160,66.5393,64.8599,50.1001
173,66.5393,64.8599,50.1001
176,66.5393,64.8599,50.1001
178,66.5393,64.8599,50.1001
182,66.5393,64.8599,50.1001
183,66.5393,64.8599,50.1001
184,66.5393,64.8599,50.1001
185,66.5393,64.8599,50.1001
199,66.5393,64.8599,50.1001
201,-83.0508,-80.2821,-25.5587
202,-83.0508,-80.2821,-25.5587
204,-26.9215,-74.6909,-63.5852
205,-14.84,-69.6305,-78.5255
209,-14.84,-69.6305,-78.5255
210,-26.9215,-74.6909,-63.5852
211,-26.9215,-74.6909,-63.5852
212,-26.9215,-74.6909,-63.5852
213,-26.9215,-74.6909,-63.5852
215,65.0219,72.9292,45.4661
222,6.55867,-70.0492,-117.528
225,74.1515,-36.7576,25.9499
226,74.1515,-36.7576,25.9499
227,74.1515,-36.7576,25.9499
228,74.1515,-36.7576,25.9499
233,65.2527,74.3155,44.879
280,63.9937,-37.6628,19.9296
283,63.9937,-37.6628,19.9296
288,63.9937,-37.6628,19.9296
290,77.0231,-28.8649,21.1724
291,63.9937,-37.6628,19.9296
293,-83.3653,-82.9168,-25.1752
294,78.3726,-68.7934,32.8667
301,46.2921,56.0416,32.1143
302,46.2921,56.0416,32.1143
304,15.5895,-32.8469,-30.5629
305,46.2921,56.0416,32.1143
306,26.8341,-10.7743,-54.9285
307,23.9049,-17.5649,-47.642
308,21.9329,-19.0719,-43.9622
309,46.2921,56.0416,32.1143
311,46.2921,56.0416,32.1143
315,46.2921,56.0416,32.1143
317,45.8381,53.7922,33.2064
318,46.2921,56.0416,32.1143
319,46.2921,56.0416,32.1143
322,26.5874,-11.6456,-50.4359
323,25.1584,-21.7565,-42.7285
328,22.9934,-21.1117,-38.782
329,15.5895,-32.8469,-30.5629
330,45.8617,55.7337,32.64
331,46.2921,56.0416,32.1143
334,23.4052,-32.3974,-30.824
337,26.5259,-33.8315,-30.3722
338,46.2921,56.0416,32.1143
339,-6.63858,-71.3896,-94.8727
340,26.0873,-31.1752,-31.3383
344,46.2921,56.0416,32.1143
346,25.5991,-18.2078,-44.6474
347,-4.80189,88.145,27.6398
349,46.2921,56.0416,32.1143
352,14.5616,-34.724,-31.2394
354,15.6154,-23.361,-39.4782
355,21.9329,-19.0719,-43.9622
356,46.2921,56.0416,32.1143
