1,Indeterminate,Indeterminate,Indeterminate
2,2.53717,-68.8796,-6.1346
3,Indeterminate,Indeterminate,Indeterminate
4,Indeterminate,Indeterminate,Indeterminate
8,-41.46,165.74,2.18
9,-30.4798,-67.7506,7.31399
10,40.9438,-57.9667,1.36829
11,62.3394,46.8194,1.49591
12,-4.49247,-116.667,5.27595
28,24.06,-175.66,2.89
101,-58.7484,-54.0852,-18.7085
102,-42.7469,-72.6988,-15.0173
103,-58.7484,-54.0852,-18.7085
104,-58.7484,-54.0852,-18.7085
105,-76.092,-36.7314,-24.4622
107,-47.4968,-54.4462,-16.3739
108,-58.7484,-54.0852,-18.7085
109,-58.7484,-54.0852,-18.7085
110,-58.7484,-54.0852,-18.7085
111,-58.7484,-54.0852,-18.7085
112,-58.7484,-54.0852,-18.7085
113,-58.7484,-54.0852,-18.7085
114,-55.9227,-58.5008,-17.0836
116,-58.7484,-54.0852,-18.7085
117,-55.9227,-58.5008,-17.0836
118,-58.7484,-54.0852,-18.7085
120,-57.1312,-56.3957,-18.1213
121,-49.3343,-63.1385,-17.0394
122,-54.7002,-60.8741,-17.8386
123,-53.0242,-58.5742,-17.1094
124,-53.4553,-56.5259,-17.0534
130,-42.7469,-72.6988,-15.0173
131,83.6491,-21.6201,22.4268
132,83.6491,-21.6201,22.4268
133,-57.1312,-56.3957,-18.1213
134,-57.1312,-56.3957,-18.1213
135,-57.1312,-56.3957,-18.1213
140,-58.7484,-54.0852,-18.7085
141,-49.3343,-63.1385,-17.0394
154,-58.7484,-54.0852,-18.7085
155,-58.7484,-54.0852,-18.7085
160,-58.7484,-54.0852,-18.7085
173,-58.7484,-54.0852,-18.7085
176,-58.7484,-54.0852,-18.7085
178,-58.7484,-54.0852,-18.7085
182,-58.7484,-54.0852,-18.7085
183,-58.7484,-54.0852,-18.7085
184,-58.7484,-54.0852,-18.7085
185,-58.7484,-54.0852,-18.7085
199,-58.7484,-54.0852,-18.7085
201,85.4507,70.2188,17.3565
202,85.4507,70.2188,17.3565
204,-58.7484,-54.0852,-18.7085
205,-58.7484,-54.0852,-18.7085
208,-51.4677,83.3738,-32.207
209,-58.7484,-54.0852,-18.7085
210,-58.7484,-54.0852,-18.7085
211,-58.7484,-54.0852,-18.7085
212,-58.7484,-54.0852,-18.7085
213,-58.7484,-54.0852,-18.7085
215,-58.7484,-54.0852,-18.7085
216,-29.4469,-71.7506,-22.8768
222,0.413739,-70.8346,-19.441
224,3.37019,-67.5017,-9.88019
225,62.4273,-46.1815,19.0903
226,62.4273,-46.1815,19.0903
227,62.4273,-46.1815,19.0903
228,62.4273,-46.1815,19.0903
231,9.64483,-78.232,-11.0282
233,-58.7484,-54.0852,-18.7085
234,10.4616,-67.1001,-10.4278
235,3.37019,-67.5017,-9.88019
237,-56.6304,-83.8986,-7.22607
252,3.08501,-68.6359,-17.9168
253,40.9399,-69.8993,13.2076
254,41.7232,-66.5229,17.5208
255,-65.5528,-85.1353,-9.55009
274,-64.8061,-88.35,-16.9507
275,-64.8061,-88.35,-16.9507
280,85.4507,70.2188,17.3565
283,85.4507,70.2188,17.3565
288,85.4507,70.2188,17.3565
290,85.4507,70.2188,17.3565
291,85.4507,70.2188,17.3565
293,85.4507,70.2188,17.3565
294,85.4507,70.2188,17.3565
301,5.7356,78.5644,3.68963
302,5.7356,78.5644,3.68963
304,30.1934,-42.631,-7.94268
305,5.7356,78.5644,3.68963
306,41.5149,-1.37713,-35.4687
307,30.5633,-24.3072,-17.9401
308,27.7086,-25.4376,-16.1387
309,5.7356,78.5644,3.68963
311,5.7356,78.5644,3.68963
315,5.7356,78.5644,3.68963
317,1.25679,82.684,3.72573
318,5.7356,78.5644,3.68963
319,5.7356,78.5644,3.68963
322,42.6569,-0.525625,-30.9794
323,31.8179,-26.7801,-17.421
328,31.8358,-36.5307,-11.3325
329,30.1934,-42.631,-7.94268
330,5.7356,78.5644,3.68963
331,5.7356,78.5644,3.68963
334,19.9249,-71.5598,-8.22383
337,27.3104,-82.0375,-8.68796
338,5.7356,78.5644,3.68963
339,-31.8168,-56.3495,-16.1312
340,30.5651,-70.447,-8.68246
344,5.7356,78.5644,3.68963
346,33.784,-18.3101,-19.4011
347,22.2939,42.4628,30.6577
349,5.7356,78.5644,3.68963
352,31.0267,-30.7516,-15.701
354,30.5633,-24.3072,-17.9401
355,27.7086,-25.4376,-16.1387
356,5.7356,78.5644,3.68963
357,5.7356,78.5644,3.68963
358,48.334,14.4394,22.7189
359,41.5149,-1.37713,-35.4687
372,5.7356,78.5644,3.68963
373,5.7356,78.5644,3.68963
374,5.7356,78.5644,3.68963
375,5.7356,78.5644,3.68963
380,5.7356,78.5644,3.68963
390,5.7356,78.5644,3.68963
401,5.7356,78.5644,3.68963
402,5.7356,78.5644,3.68963
404,5.7356,78.5644,3.68963
406,-62.6249,-10.9548,59.5844
407,-55.9076,-55.0249,-17.0535
409,-55.9076,-55.0249,-17.0535
410,5.7356,78.5644,3.68963
415,5.7356,78.5644,3.68963
416,-46.8669,18.086,7.57008
430,5.7356,78.5644,3.68963
446,-10.9788,-82.2927,-69.3213
