1,Indeterminate,Indeterminate,Indeterminate
2,16.1497,81.3897,7.63567
3,Indeterminate,Indeterminate,Indeterminate
4,Indeterminate,Indeterminate,Indeterminate
8,-41.46,165.74,2.18
9,-21.25,-52.13,8.93
10,22.4,-81.94,3.6
11,61.74,47.72,1.55
12,16.51,-128.43,5.22
28,24.06,-175.66,2.89
101,-61.7131,-85.3426,-27.2322
102,40.6688,88.5473,22.3105
103,-61.7131,-85.3426,-27.2322
104,-61.7131,-85.3426,-27.2322
105,75.283,85.8654,32.5709
107,-51.1062,-80.3009,-23.68
108,-61.7131,-85.3426,-27.2322
109,-61.7131,-85.3426,-27.2322
110,-61.7131,-85.3426,-27.2322
111,-61.7131,-85.3426,-27.2322
112,-61.7131,-85.3426,-27.2322
113,-61.7131,-85.3426,-27.2322
114,-59.3127,-88.3248,-25.9663
116,-61.7131,-85.3426,-27.2322
117,-59.3127,-88.3248,-25.9663
118,-61.7131,-85.3426,-27.2322
120,-59.9068,-86.5012,-26.6252
121,-53.8744,-87.6768,-25.7349
122,-57.6085,-88.0859,-26.5107
123,-56.9179,-86.5083,-25.6651
124,-57.5446,-85.5329,-25.5225
130,40.6688,88.5473,22.3105
131,73.1007,28.9458,30.851
132,73.1007,28.9458,30.851
133,-59.9068,-86.5012,-26.6252
134,-59.9068,-86.5012,-26.6252
135,-59.9068,-86.5012,-26.6252
140,-61.7131,-85.3426,-27.2322
141,-53.8744,-87.6768,-25.7349
154,-61.7131,-85.3426,-27.2322
155,-61.7131,-85.3426,-27.2322
160,-61.7131,-85.3426,-27.2322
173,-61.7131,-85.3426,-27.2322
176,-61.7131,-85.3426,-27.2322
178,-61.7131,-85.3426,-27.2322
182,-61.7131,-85.3426,-27.2322
183,-61.7131,-85.3426,-27.2322
184,-61.7131,-85.3426,-27.2322
185,-61.7131,-85.3426,-27.2322
199,-61.7131,-85.3426,-27.2322
201,75.9603,42.1529,21.7945
202,75.9603,42.1529,21.7945
204,-61.7131,-85.3426,-27.2322
205,-61.7131,-85.3426,-27.2322
208,63.5206,-73.3385,35.4755
209,-61.7131,-85.3426,-27.2322
210,-61.7131,-85.3426,-27.2322
211,-61.7131,-85.3426,-27.2322
212,-61.7131,-85.3426,-27.2322
213,-61.7131,-85.3426,-27.2322
215,-61.7131,-85.3426,-27.2322
216,-3.6806,-86.2467,-63.4702
222,6.19699,-81.9777,-63.5262
224,8.45847,-82.4332,-53.9846
225,62.6059,-21.8408,22.9902
226,62.6059,-21.8408,22.9902
227,62.6059,-21.8408,22.9902
228,62.6059,-21.8408,22.9902
231,-22.5443,82.1227,75.0481
233,-61.7131,-85.3426,-27.2322
234,9.63266,-81.7481,-54.5748
235,8.45847,-82.4332,-53.9846
237,3.31166,-87.9584,-47.9638
252,6.99827,-81.2408,-62.0114
253,-2.08711,86.7461,34.3718
254,1.80629,81.7834,31.8827
255,0.316967,-89.2809,-47.8553
280,75.9603,42.1529,21.7945
283,75.9603,42.1529,21.7945
288,75.9603,42.1529,21.7945
290,75.9603,42.1529,21.7945
291,75.9603,42.1529,21.7945
293,75.9603,42.1529,21.7945
294,72.8007,37.0984,21.3764
301,21.6717,67.2166,11.9645
302,21.6717,67.2166,11.9645
304,28.1826,-44.9386,-18.099
305,21.6717,67.2166,11.9645
306,37.415,-11.4502,-43.7462
307,28.3428,-25.4838,-32.2589
308,25.7842,-28.0085,-28.5332
309,21.6717,67.2166,11.9645
311,21.6717,67.2166,11.9645
315,21.6717,67.2166,11.9645
317,21.9449,62.2359,12.2519
318,21.6717,67.2166,11.9645
319,21.6717,67.2166,11.9645
322,38.1804,-12.1561,-39.2452
323,29.9962,-33.6221,-27.8534
328,27.9761,-33.5183,-23.706
329,28.1826,-44.9386,-18.099
330,21.6717,67.2166,11.9645
331,21.6717,67.2166,11.9645
334,25.1706,-47.8771,-19.6456
337,29.492,-51.5247,-19.5671
338,21.6717,67.2166,11.9645
339,-14.9296,-78.0649,-41.465
340,29.4876,-46.5826,-20.1905
344,21.6717,67.2166,11.9645
346,31.241,-27.7234,-29.5218
347,8.1374,57.8349,30.1494
349,21.6717,67.2166,11.9645
352,29.5529,-36.4478,-26.2401
354,28.3428,-25.4838,-32.2589
355,25.7842,-28.0085,-28.5332
356,21.6717,67.2166,11.9645
357,21.6717,67.2166,11.9645
358,38.3651,47.907,18.2081
359,37.415,-11.4502,-43.7462
372,21.6717,67.2166,11.9645
373,21.6717,67.2166,11.9645
374,21.6717,67.2166,11.9645
375,21.6717,67.2166,11.9645
380,21.6717,67.2166,11.9645
390,21.6717,67.2166,11.9645
401,21.6717,67.2166,11.9645
402,21.6717,67.2166,11.9645
