1,Indeterminate,Indeterminate,Indeterminate
3,Indeterminate,Indeterminate,Indeterminate
4,Indeterminate,Indeterminate,Indeterminate
8,-41.46,165.74,2.18
9,-18.11,-47.63,9.38
10,26.42,-78.03,4.11
11,61.74,47.72,1.55
12,19.96,-130.6,7.17
28,24.06,-175.66,2.89
101,66.4557,64.7066,50.2527
102,55.2751,69.7067,44.1438
103,23.4233,77.3205,37.1861
104,66.8965,68.1959,49.3817
105,71.7603,48.6889,55.8757
107,62.5637,72.2907,45.9265
108,66.4557,64.7066,50.2527
109,66.4557,64.7066,50.2527
110,66.4557,64.7066,50.2527
111,60.917,68.7573,56.7009
112,52.2324,73.3878,48.9872
113,52.2324,73.3878,48.9872
114,64.8231,64.2685,49.081
116,66.4557,64.7066,50.2527
117,64.8231,64.2685,49.081
118,23.4233,77.3205,37.1861
120,65.4262,65.1878,49.6513
121,62.4759,68.0765,48.5474
122,64.1324,65.964,49.5222
123,64.0457,66.7087,48.5829
124,64.4786,66.6825,48.4232
130,55.2751,69.7067,44.1438
131,66.1545,28.9769,54.9757
132,66.1545,28.9769,54.9757
133,65.4262,65.1878,49.6513
134,65.4262,65.1878,49.6513
135,65.4262,65.1878,49.6513
140,67.4556,71.3203,49.0073
141,62.4759,68.0765,48.5474
154,66.4557,64.7066,50.2527
155,23.4233,77.3205,37.1861
160,66.4557,64.7066,50.2527
173,66.4557,64.7066,50.2527
176,66.4557,64.7066,50.2527
178,66.4557,64.7066,50.2527
182,66.4557,64.7066,50.2527
183,66.4557,64.7066,50.2527
184,66.4557,64.7066,50.2527
185,66.4557,64.7066,50.2527
199,66.4557,64.7066,50.2527
201,-82.8928,-79.8112,-25.5647
202,-82.8928,-79.8112,-25.5647
204,-26.6065,-74.5938,-63.9664
205,-14.814,-69.6227,-78.5918
209,-14.814,-69.6227,-78.5918
210,-26.6065,-74.5938,-63.9664
211,-26.6065,-74.5938,-63.9664
212,-26.6065,-74.5938,-63.9664
213,-26.6065,-74.5938,-63.9664
215,64.9463,72.7338,45.6193
222,6.6621,-69.9751,-117.995
225,74.2968,-36.5181,25.9282
226,74.2968,-36.5181,25.9282
227,74.2968,-36.5181,25.9282
228,74.2968,-36.5181,25.9282
233,65.1776,74.1077,45.0315
280,64.1736,-37.5056,19.8959
283,64.1736,-37.5056,19.8959
288,64.1736,-37.5056,19.8959
290,77.1945,-28.4245,21.1549
291,64.1736,-37.5056,19.8959
293,-83.2078,-82.3506,-25.1805
294,78.501,-68.8559,32.8511
301,46.2038,56.0546,32.2578
302,46.2038,56.0546,32.2578
304,15.3883,-33.0603,-30.5591
305,46.2038,56.0546,32.2578
306,26.7229,-10.886,-54.8648
307,23.8585,-17.5973,-47.7019
308,21.8869,-19.1067,-44.0239
309,46.2038,56.0546,32.2578
311,46.2038,56.0546,32.2578
315,46.2038,56.0546,32.2578
317,45.7876,53.7968,33.38
318,46.2038,56.0546,32.2578
319,46.2038,56.0546,32.2578
322,26.47,-11.7714,-50.3741
323,25.1078,-21.787,-42.7902
328,22.9421,-21.1492,-38.8444
329,15.3883,-33.0603,-30.5591
330,45.7763,55.7483,32.7837
331,46.2038,56.0546,32.2578
334,23.4099,-32.6417,-30.7588
337,26.5347,-34.0906,-30.3116
338,46.2038,56.0546,32.2578
339,-6.49433,-71.3294,-95.307
340,26.099,-31.4199,-31.2727
344,46.2038,56.0546,32.2578
346,25.5486,-18.2421,-44.707
347,-4.82252,88.2529,27.693
349,46.2038,56.0546,32.2578
352,14.3617,-34.929,-31.2412
354,15.4543,-23.5188,-39.4531
355,21.8869,-19.1067,-44.0239
356,46.2038,56.0546,32.2578
