1,Indeterminate,Indeterminate,Indeterminate
2,29.261,-30.4727,-3.88772
3,Indeterminate,Indeterminate,Indeterminate
4,Indeterminate,Indeterminate,Indeterminate
8,-39.3366,164.17,1.65273
9,-35.7104,-84.3426,3.02543
10,1.97453,77.3348,1.30563
11,66.0875,39.3263,0.748403
12,-5.90793,-115.949,7.05979
28,17.512,-148.191,1.74515
101,-47.2239,-46.152,-6.18284
102,-47.2239,-46.152,-6.18284
103,-47.2239,-46.152,-6.18284
104,-47.2239,-46.152,-6.18284
105,-75.0855,32.8985,-12.6787
107,-47.2239,-46.152,-6.18284
108,-47.2239,-46.152,-6.18284
109,-47.2239,-46.152,-6.18284
110,-47.2239,-46.152,-6.18284
111,-47.2239,-46.152,-6.18284
112,-47.2239,-46.152,-6.18284
113,-47.2239,-46.152,-6.18284
114,-47.2239,-46.152,-6.18284
116,-47.2239,-46.152,-6.18284
117,-47.2239,-46.152,-6.18284
118,-47.2239,-46.152,-6.18284
120,-47.2239,-46.152,-6.18284
121,-47.2239,-46.152,-6.18284
122,-47.2239,-46.152,-6.18284
123,-47.2239,-46.152,-6.18284
124,-47.2239,-46.152,-6.18284
127,38.3553,-39.6924,-2.3452
128,38.3553,-39.6924,-2.3452
129,38.3553,-39.6924,-2.3452
130,-47.2239,-46.152,-6.18284
131,55.1712,-59.6017,13.3471
132,55.1712,-59.6017,13.3471
133,-47.2239,-46.152,-6.18284
134,-47.2239,-46.152,-6.18284
135,-47.2239,-46.152,-6.18284
140,-47.2239,-46.152,-6.18284
141,-47.2239,-46.152,-6.18284
154,-47.2239,-46.152,-6.18284
155,-47.2239,-46.152,-6.18284
160,-47.2239,-46.152,-6.18284
173,-47.2239,-46.152,-6.18284
176,-47.2239,-46.152,-6.18284
178,-47.2239,-46.152,-6.18284
182,-47.2239,-46.152,-6.18284
183,-47.2239,-46.152,-6.18284
184,-47.2239,-46.152,-6.18284
185,-47.2239,-46.152,-6.18284
199,-47.2239,-46.152,-6.18284
201,83.947,-75.1821,5.98068
202,83.947,-75.1821,5.98068
204,-47.2239,-46.152,-6.18284
205,-47.2239,-46.152,-6.18284
208,-29.0219,82.9714,-25.9858
209,-47.2239,-46.152,-6.18284
210,-47.2239,-46.152,-6.18284
211,-47.2239,-46.152,-6.18284
212,-47.2239,-46.152,-6.18284
213,-47.2239,-46.152,-6.18284
215,-47.2239,-46.152,-6.18284
216,-47.2239,-46.152,-6.18284
222,-15.4803,-50.778,-3.44626
224,-38.4787,39.0626,-2.15497
225,29.3924,-60.2369,11.6023
226,29.3924,-60.2369,11.6023
227,29.3924,-60.2369,11.6023
228,29.3924,-60.2369,11.6023
229,10.6839,-75.2705,33.2848
230,6.61342,-79.4423,-39.6305
231,-38.4787,39.0626,-2.15497
233,-47.2239,-46.152,-6.18284
234,-38.4787,39.0626,-2.15497
235,-38.4787,39.0626,-2.15497
236,4.42965,-45.1245,-6.08318
237,-5.98191,34.7195,-1.46532
252,-38.4787,39.0626,-2.15497
253,-52.9673,34.2729,-2.44043
254,-52.9673,34.2729,-2.44043
255,-52.9673,34.2729,-2.44043
274,-47.2239,-46.152,-6.18284
275,-47.2239,-46.152,-6.18284
280,83.947,-75.1821,5.98068
283,83.947,-75.1821,5.98068
288,83.947,-75.1821,5.98068
290,83.947,-75.1821,5.98068
291,83.947,-75.1821,5.98068
293,83.947,-75.1821,5.98068
294,83.947,-75.1821,5.98068
301,38.3553,-39.6924,-2.3452
302,38.3553,-39.6924,-2.3452
304,30.077,-67.9773,-1.25925
305,38.3553,-39.6924,-2.3452
306,44.8323,5.11253,-17.2599
307,29.4,-27.5,-6.11
308,29.4,-27.5,-6.11
309,38.3553,-39.6924,-2.3452
311,38.3553,-39.6924,-2.3452
315,38.3553,-39.6924,-2.3452
317,36.33,-46.699,-2.13964
318,38.3553,-39.6924,-2.3452
319,38.3553,-39.6924,-2.3452
322,46.9548,7.3139,-14.9624
323,31.8423,-19.564,-7.89591
328,35.0915,-50.5956,-3.6068
329,30.077,-67.9773,-1.25925
330,38.3553,-39.6924,-2.3452
331,38.3553,-39.6924,-2.3452
334,14.7879,50.0509,5.24931
337,1.95698,42.7781,6.34722
338,38.3553,-39.6924,-2.3452
339,-37.9554,-47.2347,-4.76466
340,-3.32118,48.4871,4.9267
344,38.3553,-39.6924,-2.3452
346,30.0102,-16.1967,-6.35223
347,32.7667,28.989,39.6636
349,38.3553,-39.6924,-2.3452
352,29.4,-27.5,-6.11
354,29.4,-27.5,-6.11
355,29.4,-27.5,-6.11
356,38.3553,-39.6924,-2.3452
357,38.3553,-39.6924,-2.3452
358,46.3857,2.47455,40.5711
359,44.8323,5.11253,-17.2599
372,38.3553,-39.6924,-2.3452
373,38.3553,-39.6924,-2.3452
374,38.3553,-39.6924,-2.3452
